settlement_name,settlement_type,hromada_name,raion_name,oblast_name,lat_center,lon_center,rank,is_center,coord_src,coord_src
Устя,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Фурманівка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Цвіклівці Другі,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Цибулівка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Шутнівці,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Яруга,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Балин,село,Смотрицька,Кам’янець-Подільський,Хмельницька,48.883004,26.673307,3,0,settlement,settlement
Балинівка,село,Смотрицька,Кам’янець-Подільський,Хмельницька,48.903777,26.635147,3,0,settlement,settlement
Криничани,село,Смотрицька,Кам’янець-Подільський,Хмельницька,48.963560,26.596717,3,0,settlement,settlement
Лисогірка,село,Смотрицька,Кам’янець-Подільський,Хмельницька,48.999533,26.667343,3,0,settlement,settlement
Михівка,село,Смотрицька,Кам’янець-Подільський,Хмельницька,48.936125,26.553517,3,0,settlement,settlement
Ріпинці,село,Смотрицька,Кам’янець-Подільський,Хмельницька,48.970923,26.564692,3,0,settlement,settlement
Рудка,село,Смотрицька,Кам’янець-Подільський,Хмельницька,48.969900,26.652772,3,0,settlement,settlement
Стара Гута,село,Смотрицька,Кам’янець-Подільський,Хмельницька,49.239541,27.751349,3,0,settlement,settlement
Гораївка,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Грушка,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Гута-Чугорська,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Каштанівка,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Крушанівка,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Липи,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Лисківці,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Лучки,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Нефедівці,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Подільське,село,Староушицька,Кам’янець-Подільський,Хмельницька,49.404516,27.533759,3,0,settlement,settlement
Рункошів,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Чабанівка,село,Староушицька,Кам’янець-Подільський,Хмельницька,48.5970533,27.0742366,3,0,hromada,hromada
Андріївка,село,Чемеровецька,Кам’янець-Подільський,Хмельницька,49.354651,26.423540,3,0,settlement,settlement
Антонівка,село,Чемеровецька,Кам’янець-Подільський,Хмельницька,50.255020,26.402016,3,0,settlement,settlement
Бережанка,село,Чемеровецька,Кам’янець-Подільський,Хмельницька,49.463465,26.772760,3,0,settlement,settlement
Біла,село,Чемеровецька,Кам’янець-Подільський,Хмельницька,48.907691,26.477843,3,0,settlement,settlement
Велика Зелена,село,Чемеровецька,Кам’янець-Подільський,Хмельницька,48.979374,26.225488,3,0,settlement,settlement
Вигода,село,Чемеровецька,Кам’янець-Подільський,Хмельницька,49.532904,26.395306,3,0,settlement,settlement
Вишневе,село,Чемеровецька,Кам’янець-Подільський,Хмельницька,49.638637,27.408156,3,0,settlement,settlement
