settlement,oblast,raion,lat,lon,month,weapon_class,jet_count,mentions
Старостинці,Вінницька,Вінницький,49.4848166,29.2579157,2025-05,drone,0,1
Старостинці,Вінницька,Вінницький,49.4848166,29.2579157,2025-05,shahed,0,1
Суми,Сумська,Сумський,50.9119775,34.8027723,2025-05,drone,0,5
Сумське,Харківська,Куп’янський,49.6949729,37.1753112,2025-05,shahed,0,1
Тальне,Черкаська,Звенигородський,48.8889723,30.6980137,2025-05,drone,0,1
Умань,Черкаська,Уманський,48.7497621,30.2203052,2025-05,drone,0,2
Фастів,Київська,Фастівський,50.0799307,29.9162821,2025-05,drone,0,2
Харків,Харківська,Харківський,49.9923181,36.2310146,2025-05,drone,0,3
Харків,Харківська,Харківський,49.9923181,36.2310146,2025-05,shahed,0,5
Харківці,Київська,Бориспільський,50.0643984,31.4447327,2025-05,shahed,0,1
Харківці,Полтавська,Миргородський,50.3595181,33.2741725,2025-05,drone,0,1
Харківці,Полтавська,Лубенський,50.2361111,32.5011111,2025-05,shahed,0,1
Херсон,Херсонська,Херсонський,46.6412644,32.625794,2025-05,drone,0,2
Херсон,Херсонська,Херсонський,46.6412644,32.625794,2025-05,shahed,0,2
Черкаси,Черкаська,Черкаський,49.4302723,32.0447228243568,2025-05,drone,0,1
Черкаси,Черкаська,Черкаський,49.4302723,32.0447228243568,2025-05,shahed,0,2
Черкаське,Дніпропетровська,Новомосковський,48.7061619,35.379844,2025-05,shahed,0,1
Черкасівка,Полтавська,Полтавський,49.627499,34.687222,2025-05,shahed,0,1
Чернігівка,Дніпропетровська,Дніпровський,48.18399,34.565262,2025-05,shahed,0,1
Чернігівка,Миколаївська,Баштанський,47.5752739,32.6213011,2025-05,shahed,0,1
Чигирин,Черкаська,Черкаський,49.0775098,32.6664089,2025-05,drone,0,1
Чорноморськ,Одеська,Одеський,46.3020943,30.653466,2025-05,drone,0,3
Чугуїв,Харківська,Чугуївський,49.8363648,36.6898157,2025-05,drone,0,1
Шпола,Черкаська,Звенигородський,49.0132605,31.393139,2025-05,drone,0,1
Шпола,Черкаська,Звенигородський,49.0132605,31.393139,2025-05,shahed,0,1
Балабине,Запорізька,Запорізький,47.71671,35.20981,2025-06,drone,0,1
Балаган,Донецька,Покровський,48.26294,37.37892,2025-06,shahed,0,1
Балаклія,Полтавська,Миргородський,49.6792533,33.7820696,2025-06,drone,0,1
Балаклія,Харківська,Ізюмський,49.4521336,36.8397826,2025-06,drone,0,1
Баришівка,Київська,Броварський,50.3645295,31.3256722,2025-06,drone,0,1
Бровари,Київська,Броварський,50.5111168,30.7900482,2025-06,drone,0,2
Бровки,Дніпропетровська,Синельниківський,48.238911,36.217121,2025-06,drone,0,1
Броди,Львівська,Золочівський,50.0833041,25.1437921,2025-06,cruise,0,1
Білгород-Дністровський,Одеська,Білгород-Дністровський,46.1909823,30.345784,2025-06,drone,0,3
Васильків,Київська,Обухівський,50.17387,30.32158,2025-06,drone,0,1
Вишгород,Київська,Вишгородський,50.5824332,30.485121,2025-06,drone,0,1
Вознесенськ,Миколаївська,Вознесенський,47.5679582,31.3338636,2025-06,,0,1
Волинське,Херсонська,Каховський,46.5515874,33.8199563,2025-06,shahed,0,2
Вінниця,Вінницька,Вінницький,49.2320162,28.467975,2025-06,shahed,0,1
Десна,Чернігівська,Чернігівський,50.9247792,30.7729799,2025-06,drone,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2025-06,,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2025-06,drone,0,2
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2025-06,shahed,0,1
Дубно,Рівненська,Дубенський,50.4187918,25.7455972,2025-06,,0,1
Дубно,Рівненська,Дубенський,50.4187918,25.7455972,2025-06,shahed,0,2
Житомир,Житомирська,Житомирський,50.2598298,28.6692345,2025-06,drone,0,1
Запоріжжя,Дніпропетровська,Кам’янський,48.4124318,33.7016613,2025-06,drone,0,1
Запоріжжя,Дніпропетровська,Криворізький,47.6846511,33.2645369,2025-06,shahed,0,1
Запоріжжя,Донецька,Покровський,48.2771086,37.1772482,2025-06,drone,0,1
Запоріжжя,Запорізька,Запорізький,47.8507859,35.1182867,2025-06,drone,0,3
Запорізьке,Дніпропетровська,Криворізький,47.6617478,33.7180001,2025-06,drone,0,1
Зарічне,Дніпропетровська,Павлоградський,48.74599,36.01833,2025-06,drone,0,1
Затока,Одеська,Білгород-Дністровський,46.1458339,30.5255473,2025-06,drone,0,1
Звенигородка,Черкаська,Звенигородський,49.0767158,30.96138,2025-06,,0,1
Кам'янка,Полтавська,Полтавський,49.8227778,34.5386111,2025-06,drone,0,1
Київ,м. Київ,,50.4501,30.5234,2025-06,cruise,0,1
Київ,м. Київ,,50.4501,30.5234,2025-06,drone,0,10
Конотоп,Сумська,Конотопський,51.2397495,33.206675,2025-06,drone,0,1
Корсунь-Шевченківський,Черкаська,Черкаський,49.418037,31.2556741,2025-06,drone,0,2
Кременчук,Полтавська,Кременчуцький,49.0629553,33.403516,2025-06,,0,2
Кременчук,Полтавська,Кременчуцький,49.0629553,33.403516,2025-06,drone,0,1
