settlement,oblast,raion,lat,lon,month,weapon_class,jet_count,mentions
Ладижин,Вінницька,Гайсинський,48.6810505,29.2567642,2026-02,drone,0,4
Лебедин,Сумська,Сумський,50.5814148,34.4761301,2026-02,drone,0,4
Лебединське,Донецька,Маріупольський,47.1701321,37.6952892,2026-02,drone,0,1
Лебединці,Житомирська,Бердичівський,50.0301392,29.0222111,2026-02,drone,0,1
Липове,Полтавська,Кременчуцький,49.2311773,33.1206291,2026-02,drone,0,2
Липовець,Вінницька,Вінницький,49.2296415,29.0642148,2026-02,,0,1
Липовець,Вінницька,Вінницький,49.2296415,29.0642148,2026-02,drone,0,1
Лозова,Харківська,Ізюмський,49.3838133,37.6330137,2026-02,drone,0,2
Лозове,Дніпропетровська,Синельниківський,48.45863,36.42483,2026-02,drone,0,3
Лозове,Дніпропетровська,Синельниківський,48.45863,36.42483,2026-02,guided_air,0,1
Лозове,Донецька,Покровський,48.24612,37.60311,2026-02,drone,0,1
Лозове,Сумська,Сумський,50.7712539,35.2563391,2026-02,drone,0,1
Лосинівка,Чернігівська,Ніжинський,50.8422398,31.9170092,2026-02,,0,1
Лосинівка,Чернігівська,Ніжинський,50.8422398,31.9170092,2026-02,drone,0,1
Лубни,Полтавська,Лубенський,50.0118206,33.0030821,2026-02,drone,0,2
Лукашеве,Запорізька,Запорізький,47.910351,34.901161,2026-02,drone,0,1
Луцьк,Волинська,Луцький,50.7450733,25.320078,2026-02,drone,0,1
Львів,Дніпропетровська,Криворізький,47.9559565,33.525732,2026-02,drone,0,1
Любов,Дніпропетровська,Дніпровський,48.20423,34.87713,2026-02,drone,0,1
Любомирівка,Запорізька,Запорізький,47.946049,35.463181,2026-02,drone,0,1
Магдалинівка,Дніпропетровська,Новомосковський,48.9145571,34.9291661,2026-02,drone,0,1
Макове,Сумська,Шосткинський,51.8643223,33.4728213,2026-02,drone,0,1
Макієве,Миколаївська,Первомайський,47.8594344,30.5891291,2026-02,drone,0,1
Малинівка,Харківська,Чугуївський,49.8006602,36.7180703,2026-02,drone,0,2
Марганець,Дніпропетровська,Нікопольський,47.6490555,34.649194,2026-02,drone,0,1
Маяки,Одеська,Одеський,46.413799,30.26836,2026-02,drone,0,1
Межова,Дніпропетровська,Синельниківський,48.2553506,36.7322839,2026-02,drone,0,6
Мена,Чернігівська,Корюківський,51.52279,32.21638,2026-02,drone,0,4
Микове,Волинська,Луцький,50.8333448,25.4648622,2026-02,drone,0,1
Миколаїв,Львівська,Червоноградський,50.2205052,24.844945,2026-02,drone,0,1
Миколаїв,Миколаївська,Миколаївський,46.9758615,31.9939666,2026-02,drone,0,11
Миколаїв,Чернігівська,Ніжинський,50.7415033,31.3860852,2026-02,drone,0,1
Миколаївка,Сумська,Роменський,50.74207,33.4877,2026-02,drone,0,1
Миколаївка,Харківська,Лозівський,48.8842428,36.3160254,2026-02,drone,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2026-02,drone,0,2
Монастирище,Черкаська,Уманський,48.9944069,29.8007253,2026-02,drone,0,1
Міжгір'я,Закарпатська,Хустський,48.5281184,23.5009289,2026-02,drone,0,1
Недригайлів,Сумська,Роменський,50.8358991,33.8782826,2026-02,drone,0,1
Немирів,Вінницька,Вінницький,48.9654035,28.8430131,2026-02,drone,0,1
Низи,Сумська,Сумський,50.881664,34.71088,2026-02,drone,0,2
Новгородківка,Запорізька,Мелітопольський,46.894451,35.416489,2026-02,drone,0,1
Новгородське,Сумська,Охтирський,50.619511,34.967079,2026-02,drone,0,5
Новий Мир,Дніпропетровська,Нікопольський,47.770885,34.729996,2026-02,drone,0,1
Нововолинськ,Волинська,Володимир-Волинський,50.7224829,24.1648399,2026-02,drone,0,1
Новоград-Волинський,Житомирська,Новоград-Волинський,50.5917622,27.6066973,2026-02,drone,0,1
Новогродівка,Донецька,Покровський,48.1997174,37.3399704,2026-02,drone,0,1
Новомиколаївка,Дніпропетровська,Синельниківський,48.4286465,35.6728255,2026-02,drone,0,1
Новомиколаївка,Донецька,Краматорський,48.8354023,37.3884068,2026-02,drone,0,1
Новомиколаївка,Запорізька,Запорізький,47.97146,35.89886,2026-02,drone,0,1
Новомосковськ,Дніпропетровська,Новомосковський,48.6358512,35.2595541,2026-02,drone,0,8
Новослобідське,Сумська,Конотопський,51.3749282,34.132125,2026-02,drone,0,1
Новосілка,Миколаївська,Вознесенський,47.529674,31.3240378,2026-02,drone,0,1
Новоукраїнка,Вінницька,Гайсинський,48.2126987,29.3598689,2026-02,drone,0,3
Новоукраїнка,Кіровоградська,Новоукраїнський,48.3250616,31.522047,2026-02,drone,0,1
Нові Білярі,Одеська,Одеський,46.6225029,31.0994897,2026-02,drone,0,1
Ніжин,Чернігівська,Ніжинський,51.0464747,31.8806289,2026-02,drone,0,7
Нікополь,Дніпропетровська,Нікопольський,47.5692061,34.3917272,2026-02,drone,0,1
Нікополь,Харківська,Ізюмський,48.9070045,37.0287573,2026-02,drone,0,1
Обухів,Київська,Обухівський,50.1101633,30.6269696,2026-02,drone,0,1
Овруч,Житомирська,Коростенський,51.3259771,28.8026718,2026-02,drone,0,1
Овідіополь,Одеська,Одеський,46.2473734,30.4448614,2026-02,drone,0,2
Одеса,Одеська,Одеський,46.4843023,30.7322878,2026-02,drone,0,12
Озерне,Житомирська,Житомирський,50.206917,28.6918455,2026-02,drone,0,1
Олександрівка,Дніпропетровська,Новомосковський,48.9145571,34.9291661,2026-02,drone,0,2
Олександрівка,Кіровоградська,Кропивницький,48.563087,32.098663,2026-02,drone,0,1
Олишівка,Чернігівська,Чернігівський,51.217918,31.32992,2026-02,drone,0,2
Оржиця,Полтавська,Лубенський,49.7875449,32.6997311,2026-02,drone,0,1
Оріхове,Донецька,Донецький,48.0448144,37.9635093,2026-02,drone,0,1
Остер,Чернігівська,Ніжинський,51.0601711,32.1022103,2026-02,drone,0,1
Охтирка,Сумська,Охтирський,50.3115386,34.8868923,2026-02,drone,0,1
Очаків,Миколаївська,Миколаївський,46.6145957,31.5452994,2026-02,drone,0,2
Павловичі,Волинська,Володимир-Волинський,50.7799387,24.8430189,2026-02,drone,0,1
Павлоград,Дніпропетровська,Павлоградський,48.5316759,35.8703695,2026-02,drone,0,18
Павлівка,Вінницька,Вінницький,49.4848166,29.2579157,2026-02,drone,0,1
Павлівка,Херсонська,Генічеський,46.1661695,34.8088828,2026-02,drone,0,1
Перебудова,Донецька,Волноваський,47.97781,36.74678,2026-02,drone,0,1
Петриківка,Дніпропетровська,Дніпровський,48.7120245,34.6240969,2026-02,drone,0,1
Петропавлівка,Дніпропетровська,Синельниківський,48.45863,36.42483,2026-02,drone,0,10
Петрівка,Донецька,Краматорський,48.6198614,37.524945,2026-02,drone,0,1
Печеніги,Харківська,Чугуївський,49.865444,36.9391629,2026-02,drone,0,5
Пирятин,Полтавська,Лубенський,50.2361111,32.5011111,2026-02,drone,0,2
Письменне,Дніпропетровська,Синельниківський,48.21041,36.03035,2026-02,drone,0,7
Погребище,Вінницька,Вінницький,49.4848166,29.2579157,2026-02,drone,0,2
Покров,Дніпропетровська,Нікопольський,47.6546589,34.1149341,2026-02,drone,0,6
Покровське,Дніпропетровська,Синельниківський,47.9808528,36.2333808,2026-02,drone,0,1
Покровське,Кіровоградська,Голованівський,48.3366182,29.8677468,2026-02,drone,0,1
Полтава,Полтавська,Полтавський,49.5897423,34.5507948,2026-02,drone,0,3
Полтава,Харківська,Куп’янський,49.6949729,37.1753112,2026-02,drone,0,1
Полтавка,Дніпропетровська,Криворізький,47.66556,33.1152,2026-02,drone,0,1
Помічна,Кіровоградська,Новоукраїнський,48.243309,31.4037217,2026-02,drone,0,1
Понорниця,Чернігівська,Новгород-Сіверський,51.720539,32.843971,2026-02,drone,0,1
Прилужжя,Сумська,Конотопський,51.30048,33.429016,2026-02,drone,0,1
Проліски,Київська,Бориспільський,50.378151,30.79125,2026-02,drone,0,1
Проліски,Чернігівська,Прилуцький,50.8840075,32.6447189,2026-02,drone,0,1
Просяна,Дніпропетровська,Синельниківський,48.0905779,36.4104291,2026-02,drone,0,3
Путивль,Сумська,Конотопський,51.3359821,33.8715451,2026-02,drone,0,4
Путилівка,Дніпропетровська,Нікопольський,47.546421,34.15443,2026-02,drone,0,1
Південне,Дніпропетровська,Нікопольський,47.748482,34.380531,2026-02,drone,0,2
Південне,Донецька,Бахмутський,48.3970469,37.8501378,2026-02,drone,0,1
Південне,Харківська,Харківський,49.8847449,36.0666511,2026-02,drone,0,1
Пісочин,Харківська,Харківський,49.9622881,36.1239316,2026-02,drone,0,1
Піщанка,Вінницька,Тульчинський,48.2077558,28.8864581,2026-02,drone,0,1
Ржищів,Київська,Обухівський,49.96822,31.04118,2026-02,drone,0,2
Рогань,Харківська,Харківський,49.9035,36.479103,2026-02,drone,0,1
Рогатин,Івано-Франківська,Івано-Франківський,49.4092703,24.6105811,2026-02,drone,0,1
Ромни,Сумська,Роменський,50.74207,33.4877,2026-02,drone,0,4
Ромодан,Полтавська,Миргородський,49.9923481,33.3207607,2026-02,drone,0,1
Рівне,Вінницька,Могилів-Подільський,48.7130055,27.5355762,2026-02,drone,0,3
Рівне,Дніпропетровська,Синельниківський,48.238911,36.217121,2026-02,drone,0,1
Рівне,Кіровоградська,Новоукраїнський,48.2450076,31.7477038,2026-02,drone,0,1
Ріпки,Харківська,Богодухівський,50.1601711,35.5220539,2026-02,drone,0,1
Ріпки,Чернігівська,Чернігівський,51.8036433,31.0931453,2026-02,drone,0,3
Савинці,Харківська,Ізюмський,49.39625,37.05036,2026-02,drone,0,2
Санжійка,Одеська,Одеський,46.2250393,30.531351,2026-02,drone,0,1
Сарни,Львівська,Яворівський,49.9456001,23.3886319,2026-02,drone,0,1
Сарни,Рівненська,Сарненський,51.3350028,26.6171275,2026-02,drone,0,1
Сатанів,Хмельницька,Хмельницький,49.2485345,26.2484407,2026-02,drone,0,1
Седнів,Чернігівська,Чернігівський,51.64209,31.562403,2026-02,drone,0,1
Семенівка,Дніпропетровська,Дніпровський,48.9434,34.48986,2026-02,drone,0,2
Семенівка,Чернігівська,Корюківський,51.52279,32.21638,2026-02,drone,0,2
Сергіївка,Одеська,Білгород-Дністровський,46.02756,30.37273,2026-02,drone,0,1
Синельникове,Дніпропетровська,Синельниківський,48.3269304,35.5246984,2026-02,drone,0,19
Скороходове,Полтавська,Полтавський,49.7726802,35.0715767,2026-02,drone,0,1
Славгород,Дніпропетровська,Синельниківський,48.1009562,35.5171714,2026-02,drone,0,4
Славне,Вінницька,Вінницький,49.3097584,28.4730593,2026-02,drone,0,1
Славне,Донецька,Покровський,47.9401242,37.5022312,2026-02,drone,0,1
Слатине,Харківська,Харківський,50.107307,36.1205965,2026-02,drone,0,1
Слобожанське,Харківська,Красноградський,49.55555,35.748138,2026-02,drone,0,1
Слов'янськ,Донецька,Краматорський,48.8522691,37.6058241,2026-02,drone,0,1
Смоленка,Дніпропетровська,Кам’янський,48.207699,34.24868,2026-02,drone,0,1
Смотрич,Хмельницька,Кам’янець-Подільський,48.6879663,26.6019747,2026-02,drone,0,1
Сновськ,Чернігівська,Корюківський,51.8187527,31.9448953,2026-02,drone,0,9
Снігурівка,Миколаївська,Баштанський,47.070721,32.7924643,2026-02,drone,0,5
Солоне,Дніпропетровська,Синельниківський,48.13591,36.79047,2026-02,drone,0,1
Сосниця,Чернігівська,Корюківський,51.5244906,32.5028975,2026-02,drone,0,1
Софіївка,Дніпропетровська,Криворізький,48.0482032,33.8668627,2026-02,drone,0,1
Ставки,Вінницька,Гайсинський,48.4439535,29.7482193,2026-02,drone,0,1
Стара Осота,Кіровоградська,Кропивницький,48.9656487,32.2383382,2026-02,drone,0,1
Старий Колодязь,Дніпропетровська,Синельниківський,48.482418,36.350155,2026-02,drone,0,4
Старий Крим,Донецька,Маріупольський,47.0957648,37.5499621,2026-02,drone,0,2
Старий Салтів,Харківська,Чугуївський,50.0760423,36.7936724,2026-02,drone,0,8
Старикове,Сумська,Шосткинський,51.575661,34.099838,2026-02,drone,0,1
Стародніпровське,Дніпропетровська,Дніпровський,48.20423,34.87713,2026-02,drone,0,1
Старозаводське,Дніпропетровська,Нікопольський,47.546421,34.15443,2026-02,drone,0,1
Старокостянтинів,Хмельницька,Хмельницький,49.756163,27.2087889,2026-02,drone,0,1
Старонове,Сумська,Сумський,50.5814148,34.4761301,2026-02,drone,0,1
Старопетрівка,Запорізька,Бердянський,46.91643,36.81999,2026-02,drone,0,2
Старостинці,Вінницька,Вінницький,49.4848166,29.2579157,2026-02,drone,0,1
Степанівка,Сумська,Сумський,50.9417042,34.6422099,2026-02,drone,0,2
Степове,Дніпропетровська,Синельниківський,48.4043673,35.275539,2026-02,drone,0,2
Степове,Київська,Фастівський,49.9711841,29.753739223479965,2026-02,drone,0,1
Суми,Сумська,Сумський,50.9119775,34.8027723,2026-02,drone,0,35
Суми,Сумська,Сумський,50.9119775,34.8027723,2026-02,kab,0,1
Сумці,Харківська,Лозівський,49.394455,36.284039,2026-02,drone,0,1
Тальне,Черкаська,Звенигородський,48.8889723,30.6980137,2026-02,drone,0,1
Теофілівка,Вінницька,Гайсинський,48.4439535,29.7482193,2026-02,drone,0,1
Теплик,Вінницька,Гайсинський,48.6636,29.74686,2026-02,drone,0,1
Теребовля,Тернопільська,Тернопільський,49.2960742,25.692491,2026-02,drone,0,1
Терни,Дніпропетровська,Павлоградський,48.74599,36.01833,2026-02,drone,0,1
Терни,Сумська,Роменський,50.8358991,33.8782826,2026-02,drone,0,3
Тернівка,Дніпропетровська,Павлоградський,48.5222847,36.0713939,2026-02,drone,0,1
Тернівка,Донецька,Кальміуський,47.4124746,38.0187455,2026-02,drone,0,1
Тернівка,Житомирська,Новоград-Волинський,50.546719,27.4617,2026-02,drone,0,1
Тишківка,Вінницька,Гайсинський,48.797123,29.720028,2026-02,drone,0,1
Трипілля,Київська,Обухівський,50.1537167,30.7420742,2026-02,,0,1
Тростянець,Вінницька,Гайсинський,48.51227,29.2226589,2026-02,drone,0,1
Тростянець,Сумська,Охтирський,50.48046,34.96467,2026-02,drone,0,2
Тростянець,Чернігівська,Прилуцький,50.661573,32.9174152,2026-02,drone,0,2
Турбів,Вінницька,Вінницький,49.339939,28.7260729,2026-02,,0,1
Турійськ,Волинська,Ковельський,51.08299,24.52389,2026-02,drone,0,2
Українка,Миколаївська,Миколаївський,46.6612599,31.2085145,2026-02,shahed,0,1
Улянівка,Сумська,Сумський,50.9395138,34.3729195,2026-02,drone,0,2
Умань,Черкаська,Уманський,48.7497621,30.2203052,2026-02,drone,0,1
Устилуг,Волинська,Володимир-Волинський,50.8622192,24.1505139,2026-02,drone,0,1
Харкове,Запорізька,Пологівський,47.2557432,35.7021159,2026-02,drone,0,2
Харків,Харківська,Харківський,49.9923181,36.2310146,2026-02,drone,0,39
Харківка,Сумська,Шосткинський,51.767231,34.06345,2026-02,drone,0,3
Харківське,Донецька,Донецький,47.7952806,38.4798317,2026-02,drone,0,2
Харківці,Київська,Бориспільський,50.0643984,31.4447327,2026-02,drone,0,1
Херсон,Херсонська,Херсонський,46.6412644,32.625794,2026-02,drone,0,2
Ходорів,Львівська,Стрийський,49.4065802,24.3140241,2026-02,drone,0,2
Холми,Чернігівська,Корюківський,51.872562,32.595619,2026-02,drone,0,4
Холмисте,Донецька,Донецький,48.0448144,37.9635093,2026-02,drone,0,2
Хороша,Вінницька,Гайсинський,48.8120874,29.3893874,2026-02,drone,0,1
Хотінь,Сумська,Сумський,51.0786763,34.78001,2026-02,drone,0,7
Хутірське,Дніпропетровська,Дніпровський,48.7120245,34.6240969,2026-02,drone,0,1
Чаплине,Дніпропетровська,Синельниківський,48.238911,36.217121,2026-02,drone,0,8
Черемушне,Харківська,Чугуївський,49.6815177,36.354776,2026-02,drone,0,1
Черкас,Київська,Білоцерківський,49.694134,30.082663,2026-02,drone,0,2
Черкаське,Дніпропетровська,Новомосковський,48.7061619,35.379844,2026-02,drone,0,2
Чернеча Слобода,Сумська,Конотопський,51.132481,33.37846,2026-02,drone,0,1
Чернече,Одеська,Подільський,47.9363162,29.6225979,2026-02,drone,0,1
Чернещина,Полтавська,Полтавський,49.8227778,34.5386111,2026-02,drone,0,1
Чернівці,Вінницька,Могилів-Подільський,48.5406973,28.1221153,2026-02,drone,0,2
Чернігів,Чернігівська,Чернігівський,51.494099,31.294332,2026-02,drone,0,2
Чернігівка,Запорізька,Бердянський,47.19486,36.2075,2026-02,drone,0,1
Чернігівка,Миколаївська,Вознесенський,47.418625,30.996822,2026-02,drone,0,1
Чигирин,Черкаська,Черкаський,49.0775098,32.6664089,2026-02,drone,0,1
Чоповичі,Житомирська,Коростенський,50.8268121,28.9467176,2026-02,drone,0,1
Чорнобай,Черкаська,Золотоніський,49.6703225,32.3232732,2026-02,drone,0,1
Чорногородка,Київська,Фастівський,50.266571,29.88693,2026-02,drone,0,1
Чорноморськ,Одеська,Одеський,46.3020943,30.653466,2026-02,drone,0,6
Чорноморське,Одеська,Одеський,46.5849122,30.9334115,2026-02,drone,0,1
Чорноплатове,Сумська,Конотопський,51.252941,33.124119,2026-02,drone,0,1
Чугуно-Крепинка,Донецька,Горлівський,48.0220754,38.7634612,2026-02,drone,0,1
Чугуєве,Дніпропетровська,Синельниківський,48.13591,36.79047,2026-02,drone,0,1
Чугуїв,Харківська,Чугуївський,49.8363648,36.6898157,2026-02,drone,0,6
Чупахівка,Сумська,Охтирський,50.379852,34.584534,2026-02,drone,0,1
Шахтарське,Дніпропетровська,Синельниківський,48.4043673,35.275539,2026-02,drone,0,7
Шевченко,Донецька,Волноваський,47.97781,36.74678,2026-02,drone,0,1
Шевченкове,Дніпропетровська,Синельниківський,48.238911,36.217121,2026-02,drone,0,5
Шевченкове,Запорізька,Бердянський,47.09392,36.59031,2026-02,drone,0,1
Шевченкове,Харківська,Куп’янський,49.6949729,37.1753112,2026-02,drone,0,4
Шевченківське,Сумська,Конотопський,51.252941,33.124119,2026-02,drone,0,1
Шепетівка,Хмельницька,Шепетівський,50.1809437,27.0651783,2026-02,drone,0,2
Широке,Дніпропетровська,Дніпровський,48.20423,34.87713,2026-02,drone,0,1
Шостаки,Полтавська,Полтавський,49.5897423,34.5507948,2026-02,drone,0,1
Шостаківка,Донецька,Краматорський,48.6342604,36.9819183,2026-02,drone,0,1
Шостка,Сумська,Шосткинський,51.8643223,33.4728213,2026-02,drone,0,14
Шумськ,Тернопільська,Кременецький,50.1183638,26.1186214,2026-02,drone,0,1
Яворницьке,Запорізька,Запорізький,47.910351,34.901161,2026-02,drone,0,1
Яготин,Київська,Бориспільський,50.2758913,31.7634861,2026-02,drone,0,5
Ямпіль,Вінницька,Могилів-Подільський,48.2400683,28.2779272,2026-02,drone,0,2
Ямпіль,Донецька,Краматорський,48.9801314,37.8168012,2026-02,drone,0,1
Ямпіль,Сумська,Шосткинський,51.9481126,33.778454,2026-02,drone,0,1
Ярмолинці,Вінницька,Гайсинський,48.8120874,29.3893874,2026-02,drone,0,1
Ясіня,Закарпатська,Рахівський,48.2722802,24.3611884,2026-02,drone,0,1
Іване-Золоте,Тернопільська,Чортківський,48.6402658,25.735898,2026-03,drone,0,1
Іванків,Вінницька,Могилів-Подільський,48.2400683,28.2779272,2026-03,shahed,0,1
Іванків,Київська,Бориспільський,50.3512101,30.95077,2026-03,drone,0,2
Ізюм,Харківська,Ізюмський,49.1913721,37.2784125,2026-03,drone,0,5
Ічня,Чернігівська,Прилуцький,50.8623444,32.3910144,2026-03,drone,0,2
Алтинівка,Сумська,Конотопський,51.5548654,33.3875984,2026-03,drone,0,1
Апостолове,Дніпропетровська,Криворізький,47.6617478,33.7180001,2026-03,drone,0,5
Архангельське,Херсонська,Бериславський,47.4933112,33.528245,2026-03,drone,0,4
Арциз,Одеська,Болградський,45.9962017,29.431517,2026-03,drone,0,1
Балабине,Запорізька,Запорізький,47.71671,35.20981,2026-03,drone,0,1
Балаклія,Харківська,Ізюмський,49.4521336,36.8397826,2026-03,drone,0,3
Барвінкове,Харківська,Ізюмський,48.9070045,37.0287573,2026-03,drone,0,1
Барвінок,Дніпропетровська,Дніпровський,48.18399,34.565262,2026-03,drone,0,1
Батурин,Чернігівська,Ніжинський,51.3413087,32.8778317,2026-03,drone,0,5
Бахмач,Чернігівська,Ніжинський,51.1801374,32.8165107,2026-03,drone,0,2
Баштанка,Миколаївська,Баштанський,47.4033486,32.4388921,2026-03,drone,0,6
Бердичів,Житомирська,Бердичівський,49.8940442,28.5814912,2026-03,drone,0,1
Березанка,Миколаївська,Миколаївський,46.8544054,31.3874915,2026-03,drone,0,1
Березань,Київська,Броварський,50.3132713,31.4689158,2026-03,drone,0,1
Березна,Чернігівська,Чернігівський,51.5778917,31.7902811,2026-03,drone,0,3
Березняк,Дніпропетровська,Кам’янський,48.68626,33.922,2026-03,drone,0,1
Березівка,Запорізька,Пологівський,47.3624,36.65108,2026-03,drone,0,1
Березівка,Кіровоградська,Кропивницький,47.90897,32.172771,2026-03,drone,0,1
Бершадь,Вінницька,Гайсинський,48.36594,29.51889,2026-03,drone,0,1
Бобринець,Кіровоградська,Кропивницький,48.05729,32.15938,2026-03,drone,0,3
Богодарівка,Дніпропетровська,Синельниківський,47.9808528,36.2333808,2026-03,drone,0,1
Богодарівка,Миколаївська,Вознесенський,47.696378,31.8489152,2026-03,drone,0,1
Богодарівка,Полтавська,Лубенський,50.022606,32.725002,2026-03,drone,0,1
Богодухів,Харківська,Богодухівський,50.1601711,35.5220539,2026-03,drone,0,8
Боголюбове,Сумська,Охтирський,50.48046,34.96467,2026-03,drone,0,1
Богоявленка,Донецька,Волноваський,47.7805058,37.2484374,2026-03,drone,0,1
Божедарівка,Дніпропетровська,Кам’янський,48.3601,34.11392,2026-03,drone,0,2
Борзна,Чернігівська,Ніжинський,51.2534475,32.4263156,2026-03,drone,0,3
Борзівщина,Сумська,Охтирський,50.308109,34.80949,2026-03,drone,0,1
Бориспіль,Київська,Бориспільський,50.3512101,30.95077,2026-03,drone,0,2
Бородіно,Одеська,Болградський,46.3023788,29.2422721,2026-03,drone,0,1
Боромля,Сумська,Охтирський,50.619511,34.967079,2026-03,drone,0,2
Брусилів,Житомирська,Житомирський,50.28305,29.51889,2026-03,drone,0,1
Буринь,Сумська,Конотопський,51.1960431,33.8288042,2026-03,drone,0,9
Бурштин,Івано-Франківська,Івано-Франківський,49.2516287,24.6341893,2026-03,shahed,0,1
Біла Церква,Київська,Білоцерківський,49.7969703,30.1158069,2026-03,drone,0,1
Білгород-Дністровський,Одеська,Білгород-Дністровський,46.1909823,30.345784,2026-03,drone,0,13
Біле,Одеська,Ізмаїльський,45.40306,29.58309,2026-03,drone,0,1
Білики,Полтавська,Миргородський,49.9658333,33.6113889,2026-03,drone,0,1
Білогородка,Київська,Бучанський,50.390171,30.22785,2026-03,drone,0,1
Білогір'я,Запорізька,Пологівський,47.532688,35.896801,2026-03,drone,0,2
Білозерка,Херсонська,Херсонський,46.63078,32.44537,2026-03,drone,0,1
Білозерське,Дніпропетровська,Павлоградський,48.74599,36.01833,2026-03,drone,0,2
Білопілля,Сумська,Сумський,51.1460449,34.3121992,2026-03,drone,0,2
Білоусове,Харківська,Богодухівський,49.8436,35.31349,2026-03,drone,0,1
Білоусівка,Полтавська,Лубенський,50.2733333,32.9383333,2026-03,drone,0,1
Валки,Сумська,Сумський,50.5814148,34.4761301,2026-03,drone,0,1
Валіївка,Сумська,Сумський,50.9395138,34.3729195,2026-03,drone,0,1
Вапнярки,Вінницька,Тульчинський,48.5453497,28.5114332,2026-03,drone,0,1
Васильківка,Дніпропетровська,Синельниківський,48.21041,36.03035,2026-03,drone,0,6
Велика Багачка,Полтавська,Миргородський,49.7852778,33.7213889,2026-03,drone,0,3
Велика Лепетиха,Херсонська,Каховський,47.178599,33.9428266,2026-03,drone,0,1
Велика Писарівка,Сумська,Охтирський,50.4253238,35.4838569,2026-03,drone,0,1
Великий Бурлук,Харківська,Куп’янський,50.05422,37.38939,2026-03,drone,0,2
Великокозирщина,Дніпропетровська,Новомосковський,49.0814029,35.218048,2026-03,drone,0,1
Веселе,Дніпропетровська,Синельниківський,48.352551,35.45631,2026-03,drone,0,1
Вилкове,Одеська,Ізмаїльський,45.40306,29.58309,2026-03,drone,0,2
Вишгород,Київська,Вишгородський,50.5824332,30.485121,2026-03,drone,0,1
Вишеньки,Київська,Бориспільський,50.328709,30.705759,2026-03,drone,0,1
Вишневе,Дніпропетровська,Криворізький,47.66556,33.1152,2026-03,drone,0,1
Вільгір,Рівненська,Рівненський,50.5426,26.5258,2026-03,cruise,0,1
Вільногірськ,Дніпропетровська,Кам’янський,48.49365,34.02328,2026-03,drone,0,3
Вільнянськ,Запорізька,Запорізький,47.9433,35.43159,2026-03,drone,0,2
Вільшани,Харківська,Харківський,49.984881,36.0681717,2026-03,drone,0,9
Вільшанка,Кіровоградська,Голованівський,48.7330559,31.1271498,2026-03,,0,1
Вільшанка,Сумська,Сумський,50.5814148,34.4761301,2026-03,drone,0,1
Вінниця,Вінницька,Вінницький,49.2320162,28.467975,2026-03,drone,0,5
Вінниця,Вінницька,Вінницький,49.2320162,28.467975,2026-03,shahed,0,1
Вісичі,Полтавська,Полтавський,49.3338321,34.3148631,2026-03,drone,0,1
Гадяч,Полтавська,Миргородський,50.3701299,33.9950534,2026-03,drone,0,5
Глухе,Дніпропетровська,Нікопольський,47.770885,34.729996,2026-03,drone,0,2
Глухів,Сумська,Шосткинський,51.67831,33.9093,2026-03,drone,0,7
Гончарівське,Чернігівська,Чернігівський,51.2990164,30.9276044,2026-03,drone,0,3
Городня,Чернігівська,Чернігівський,51.8915393,31.595545,2026-03,drone,0,6
Городуватка,Дніпропетровська,Криворізький,47.66556,33.1152,2026-03,drone,0,2
Горохівка,Миколаївська,Миколаївський,47.0171096,32.1465767,2026-03,drone,0,1
Горішні Плавні,Полтавська,Кременчуцький,49.0140647,33.6330875,2026-03,drone,0,1
Гостомель,Київська,Бучанський,50.58826,30.25909,2026-03,drone,0,1
Губиниха,Дніпропетровська,Новомосковський,48.8082927,35.2563381,2026-03,drone,0,2
Гірницьке,Дніпропетровська,Нікопольський,47.6546589,34.1149341,2026-03,drone,0,4
Дергачі,Харківська,Харківський,50.107307,36.1205965,2026-03,drone,0,1
Десна,Чернігівська,Чернігівський,50.9247792,30.7729799,2026-03,drone,0,1
Диканька,Полтавська,Полтавський,49.8227778,34.5386111,2026-03,drone,0,5
Дмитрівка,Дніпропетровська,Синельниківський,48.389278,36.315651,2026-03,drone,0,1
Дмитрівка,Сумська,Конотопський,51.1960431,33.8288042,2026-03,drone,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2026-03,drone,0,13
Дніпроенергія,Донецька,Волноваський,47.97781,36.74678,2026-03,drone,0,1
Добраничівка,Київська,Бориспільський,50.2758913,31.7634861,2026-03,drone,0,1
Добровеличківка,Кіровоградська,Новоукраїнський,48.38791,31.17748,2026-03,drone,0,1
Добровілля,Дніпропетровська,Синельниківський,48.238911,36.217121,2026-03,drone,0,1
Добропасове,Дніпропетровська,Синельниківський,47.9808528,36.2333808,2026-03,drone,0,2
Добропілля,Донецька,Покровський,48.4441378,36.9162268,2026-03,drone,0,2
Доброслав,Одеська,Одеський,46.8193867,30.943207,2026-03,drone,0,1
Дружелюбівка,Дніпропетровська,Дніпровський,48.067799,34.613155,2026-03,drone,0,2
Дубове,Одеська,Подільський,47.5399,29.45881,2026-03,drone,0,1
Дубовий Гай,Запорізька,Запорізький,47.97146,35.89886,2026-03,drone,0,1
Есмань,Сумська,Шосткинський,51.7311446,33.8753315,2026-03,drone,0,4
Жашків,Черкаська,Уманський,49.2478012,30.1066179,2026-03,drone,0,1
Житомир,Житомирська,Житомирський,50.2598298,28.6692345,2026-03,,0,2
